rank,title,release,summary,metascore,userscore,link,img_url
1349,Fargo: Season 4,"September 27, 2020","Set in 1950, an arrangement between Kansas City crime bosses Loy Cannon (Chris Rock) and Donatello Fadda (Tomasso Ragno) that led to a truce is  in danger when Donatello dies in the hospital.",68,5.1,https://www.metacritic.com/tv/fargo/season-4,https://static.metacritic.com/images/products/tv/2/de9c84d0e28953bc1019f1f974d6c896-98.jpg
1350,The Nine Lives of Chloe King: Season 1,"June 14, 2011","After Chloe dies, she wakes up with special powers and claws in this show based on the book series by Celia Thomson.",68,7.9,https://www.metacritic.com/tv/the-nine-lives-of-chloe-king/season-1,https://static.metacritic.com/images/products/tv/7/9c817ea653821cd8d93347f83458407a-98.jpg
1351,The Outsider (2020): Season 1,"January 12, 2020","The adaptation of Stephen King's novel about the investigation into the murder of an 11-year-old boy in the Georgia woods by local police detective Ralph Anderson (Ben Mendelsohn) and Holly Gibney (Cynthia Erivo), a P.I. he brings in when he becomes unsure about the guilt of his prime suspect.",68,7.4,https://www.metacritic.com/tv/the-outsider-2020/season-1,https://static.metacritic.com/images/products/tv/6/ceee6f41adac6764a6d5193ae9a99213-98.jpg
1352,Greenleaf: Season 1,"June 21, 2016","The drama created by Craig Wright focuses on the return of Grace Greenleaf (Merle Dandridge) to Memphis and the megachurch her parents (Keith David and Lynn Whitfield) run after the death of her sister, Faith.",68,6.7,https://www.metacritic.com/tv/greenleaf/season-1,https://static.metacritic.com/images/products/tv/5/f2be94fd85b5b1bdf398e7cecc48b795-98.jpg
1353,Shadow and Bone: Season 1,"April 23, 2021",Young soldier Alina Starkov (Jessie Mei Li) discovers she has a power that could free her country but she must learn how to use it while avoiding those who seek to stop her in this series based on Leigh Bardugo's Grishaverse novels.,68,7.1,https://www.metacritic.com/tv/shadow-and-bone/season-1,https://static.metacritic.com/images/products/tv/8/f5f4165a9beb9967824620916db7837b-98.jpg
1354,George W. Bush: The 9/11 Interview,"August 28, 2011",Former President George W. Bush is interviewed about his thoughts and feelings during and after the attacks on September 11th.,68,3.9,https://www.metacritic.com/tv/george-w-bush-the-911-interview/season-1,https://static.metacritic.com/images/products/tv/3/af2a846a6017b946c1580f604e5108cb-98.jpg
1355,Kidnapped: Season 1,"September 20, 2006","When a millionaire's 15-year-old son is kidnapped, he hires an expert private investigator to track him down. If we're lucky, he'll find the kid before the end of the season (or cancellation; whichever comes first).",68,8.5,https://www.metacritic.com/tv/kidnapped/season-1,https://static.metacritic.com/images/products/tv/4/98cd234244a04cb8aedc49552b818e69-98.jpg
1356,The 4400: Season 1,"July 11, 2004","Beginning 03 March 1946, and spanning over 50 years, 4,400 people were abducted in a blinding flash of light.

14 August 2004: A comet is due to fly-by Earth harmlessly. However, the comet's course suddenly changes to an impact trajectory, and the combined nuclear arsenals of multiple nations fail to destroy it. When the comet appears to slow down — as if it's coming in for a landing — 4,400 people are deposited in explosion over Highland Beach (Capilano Lake, British Columbia, Canada).

The returnees — ""The 4400"" — have been missing from months to years. None have any memory of where they've been, none have aged, and a small number are beginning to manifest paranormal abilities.

Theme Song: ""A Place In Time"" (performed by Amanda Abizaid)

The 4400 was filmed in Vancouver, British Columbia, Canada and produced by CBS Paramount in association with Sky Television, Renegade 83 and American Zoetrope.",68,8.0,https://www.metacritic.com/tv/the-4400/season-1,https://static.metacritic.com/images/products/tv/0/780318c33ae3e1250b1a1a3fabe16c30-98.jpg
1357,Homeland: Season 6,"January 15, 2017","Carrie is working with a foundation in New York to help Muslims living in the US as the first female president, Elizabeth Keane (Elizabeth Marvel), sets out to enter the White House.",68,6.6,https://www.metacritic.com/tv/homeland/season-6,https://static.metacritic.com/images/products/tv/7/7b8ff04441ee2f677d1859d68466e02f-98.jpg
1358,Big Love: Season 4,"January 10, 2010","The Henrickson clan open their new casino, and Bill aims for an even more ambitious plan for himself.",68,6.1,https://www.metacritic.com/tv/big-love/season-4,https://static.metacritic.com/images/products/tv/5/b74dbd19459792da6f9380d8d519bae5-98.jpg
1359,Sons of Anarchy: Season 1,"September 3, 2008",The lives of the Sons of Anarchy Motorcycle Club are explored in Kurt Sutter's new drama.,68,8.5,https://www.metacritic.com/tv/sons-of-anarchy/season-1,https://static.metacritic.com/images/products/tv/9/2575b6217b995be34c46af7f0ce23f9d-98.jpg
1360,Kidding: Season 1,"September 9, 2018","Jeff (Jim Carrey) plays Mr. Pickles, a children's television personality, who slowly begins to unravel as he tries to cope with family difficulties.",68,7.6,https://www.metacritic.com/tv/kidding/season-1,https://static.metacritic.com/images/products/tv/2/aa78d708d615ff20b49fbe4bbb979ebb-98.jpg
1361,Dave Chappelle: Deep in the Heart of Texas,"March 21, 2017",This comedy special filmed in April 2015 at Austin's Moody Theater is one of the three scheduled in 2017 for Netflix.,68,8.1,https://www.metacritic.com/tv/dave-chappelle-deep-in-the-heart-of-texas/season-1,https://static.metacritic.com/images/products/tv/6/af55b8db9e7090b4fac4b44efcd28ba7-98.jpg
1362,Winning Time: The Rise of the Lakers Dynasty: Season 1,"March 6, 2022",The Adam McKay drama series centers on the Los Angeles Lakers during the 1980s when they won five NBA championships.,68,6.4,https://www.metacritic.com/tv/winning-time-the-rise-of-the-lakers-dynasty/season-1,https://static.metacritic.com/images/products/tv/6/6d3939088abf938cb5321b165fc09a70-98.jpg
1363,Hatfields & McCoys,"May 28, 2012","The story behind the decades long feud between the families headed up by ""Devil"" Anse Hatfield (Kevin Costner) and Randall McCoy (Bill Paxton) is dramatized in this three-part mini-series.",68,7.9,https://www.metacritic.com/tv/hatfields-mccoys/season-1,https://static.metacritic.com/images/products/tv/2/6d888d094fd8d17f73d5b6cd6e051d0d-98.jpg
1364,The Tudors: Season 2,"March 30, 2008","Heads will roll in the second season of The Tudors. Henry and Anne are king and queen, but this stops neither Henry's roving eye nor his suspicion of those closest to him.",68,6.8,https://www.metacritic.com/tv/the-tudors/season-2,https://static.metacritic.com/images/products/tv/2/398659cd90a57dfdd78e8e8581821300-98.jpg
1365,Felicity: An American Girl Adventure,"November 29, 2005","This original family drama--set during the American Revolution--is, as the title implies, based on one of the ever-popular American Girl dolls.",68,8.0,https://www.metacritic.com/tv/felicity-an-american-girl-adventure/season-1,https://static.metacritic.com/images/products/tv/6/78fdc25b15de96232ed2f87e36bfa755-98.jpg
1366,Grand Army: Season 1,"October 16, 2020","Junior Joey Del Marco (Odessa A'zion), senior Siddhartha Pakam (Amir Bageria), junior Dominique Pierre (Odley Jean), sophomore Jayson Jackson (Maliq Johnson), and freshman Leila Kwan Zimmer (Amalia Yoo) deal with issues like sex, race, family, grades, and money while at Brooklyn's Grand Army High School in this drama series created by Katie Cappiello.",68,5.2,https://www.metacritic.com/tv/grand-army/season-1,https://static.metacritic.com/images/products/tv/5/1ba9ea25649e3194ea1697c723766c0f-98.jpg
1367,My Dinner with Herve,"October 20, 2018",Newly sober journalist Danny Tate (Jamie Dornan) finds himself spending one rollicking night in Los Angeles with Fantasy Island actor Hervé Villechaize (Peter Dinklage) in this movie inspired by real events directed and co-written by Sacha Gervasi.,68,6.3,https://www.metacritic.com/tv/my-dinner-with-herve/season-1,https://static.metacritic.com/images/products/tv/4/0d714afecadb69ba0a1c1f6f9b85cdae-98.jpg
1368,Made For Love: Season 1,"April 1, 2021","Hazel Green (Cristin Milioti) runs to her father's (Ray Romano) house to escape from her controlling husband (Billy Magnussen), who had a tracking chip implanted in her brain in this dramedy based on the Alissa Nutting novel of the same name.",68,6.2,https://www.metacritic.com/tv/made-for-love/season-1,https://static.metacritic.com/images/products/tv/3/8a83de05e3a02489efb8032ba47d0d2a-98.jpg
1369,Baskets: Season 1,"January 21, 2016",Chip Baskets (Zach Galifianakis) dreams of being a French clown but real life interferes with his plans.,68,7.7,https://www.metacritic.com/tv/baskets/season-1,https://static.metacritic.com/images/products/tv/8/6f1956f2a26c92a02f5b144e7d3ad536-98.jpg
1370,American Dreams: Season 1,"September 29, 2002","This evocative drama, which won two Emmy Awards, is set against the memorable music, the cultural clashes, and the Vietnam war during the 1960s. The third-year drama depicts the American landscape -- as seen through the youthful Pryor family of Philadelphia as they brace for the cultural turbulence ahead that still resonates in this contemporary era. Seventeen-year-old Meg Pryor (Brittany Snow, “Guiding Light”) is shedding her “good girl” image as she and her outspoken best friend Roxanne (Vanessa Lengies, “Popular Mechanics for Kids”) continue to pursue their dreams of making a difference as they struggle through the transition from teenager to adult. While they continue to dance on Dick Clark’s locally produced “American Bandstand,” they find -- as seniors at East Catholic High School -- that the world around them is growing ever closer with issues of the war, racism, feminism, and even teen marriage and pregnancy. At the same time, Meg’s mother Helen (three-time Emmy nominee Gail O’Grady, “NYPD Blue”) continues to face the challenge of the era’s modern woman, working and holding the family together. The family’s patriarch, Jack Pryor (Tom Verica, “Providence”), braces himself for the sociological and economic changes as he prepares to run for city councilman, and JJ (Will Estes, “7th Heaven”), a U.S. Marine fighting in Vietnam, struggles to find his way home to his family and his ex-fiancee, Beth Mason (Rachel Boston, “The Andy Dick Show”), who is pregnant with their child. In addition, adolescent Will (Ethan Dampf, “Collateral Damage”) tries to fit in at school after successful polio surgery, and smarty-pants Patty (Sarah Ramos) tries to find a balance between her brilliant mind and social acceptance among her high school peers. African-American father Henry Walker (Jonathan Adams, “The American Embassy”) remains hopeful that his partnership in Jack Pryor’s electronics store is a sign of positive social changes to come. However, the politics of the time continue to show him that the needs of the black community are not being met. Meanwhile, his son Sam (Arlen Escarpeta, “The Shield”) has mixed feelings concerning the evolving events as he starts his freshman year at the University of Pennsylvania on a track scholarship which forces him on a path of self-discovery. The drama embraced contemporary musicians as guest stars who portray classic 1960s icons on “American Bandstand.” Last season’s guest stars include Kelly Clarkson (as Brenda Lee), Nick Lachey (as Tom Jones), Alicia Keys (as Fontella Bass), and Hilary and Haylie Duff (as The Shangri-Las).",68,tbd,https://www.metacritic.com/tv/american-dreams/season-1,https://static.metacritic.com/images/products/tv/4/f874402800385d35bd9d0db4af770b39-98.jpg
1371,Ethel: Season 1,"October 18, 2012","Rory Kennedy chronicles the life of her mother, Ethel Kennedy through family pictures, home movies, news footage, and interviews.",68,6.8,https://www.metacritic.com/tv/ethel/season-1,https://static.metacritic.com/images/products/tv/4/d5a2c731fafca1d25ed9a4cced0f0f5d-98.jpg
1372,Law & Order: Special Victims Unit: Season 1,"September 20, 1999","""In the criminal justice system, sexually based offenses are considered especially heinous. In New York City, the dedicated detectives who investigate these vicious felonies are members of an elite squad known as the Special Victims Unit. These are their stories.""
This hard-hitting and emotional companion series from NBC's Law & Order franchise chronicles the life and crimes of the elite Special Victims Unit of the New York Police Department. Law & Order: Special Victims Unit was created by Emmy Award-winning producer Dick Wolf. SVU celebrated its 200th episode in April 2008.
Although Law & Order: Special Victims Unit carries the brand name Law & Order, the newer program has established a strong unique identity and has proved itself as a hit in its own right. In the 2002-2003 and 2003-2004 seasons, the series broke into the Top 20. Mariska Hargitay has won a Golden Globe and Emmy each for her portrayal of Det. Olivia Benson. It also garnered Emmy wins for guest-stars Amanda Plummer, Leslie Caron, and Cynthia Nixon. The past three seasons, SVU has been NBC's highest-rated drama. Additionally, the series' popularity was recognized with the People's Choice Awards, Image Awards, Satellite Awards, and the TV Guide Awards with nominations for Favorite New Series.
The drama follows Det. Elliot Stabler, a seasoned veteran of the unit who has seen it all, and his partner, Olivia Benson, whose difficult past is the reason she joined the unit. Overseeing the team is Capt. Donald Cragen. Cragen's tough but supportive approach to the team's complex cases guides the squad through the challenges they face every day. Also featured is Det. John Munch, a transfer from Baltimore's homicide unit, who brings his acerbic wit, conspiracy theories and street-honed investigative skills. Munch is partnered with Det. Odafin Tutuola, whose unique sense of humor and investigative experience make him a formidable match for Munch. Assistant District Attorney Kim Greylek adds a legal component to the series through her efforts to bring closure to the intense investigations. Also aiding the detectives is forensic psychiatrist Dr. George Huang, whose insight into the minds of the accused often provides significant clues that lead to the resolution of a case, and M.E. Melinda Warner, who helps the detectives get the evidence they need from the bodies they find.
NBC Broadcast History:
September 1999 to November 1999 – Mondays at 9:00 p.m.
January 2000 to May 2003 – Fridays at 10:00 p.m.
September 2003 to May 2009 – Tuesdays at 10:00 p.m.
September 2009 to Present – Wednesdays at 9:00 p.m.",68,8.2,https://www.metacritic.com/tv/law-order-special-victims-unit/season-1,https://static.metacritic.com/images/products/tv/2/d44d917f7d3e389421397f0ae66e11ba-98.jpg
1373,Another Period: Season 1,"June 23, 2015","The comedy set in 1902 Rhode Island, focuses on the lives of sisters Lillian (Natasha Leggero) and Beatrice (Riki Lindhome) as well as the rest of the very rich Bellacourt family and their servants.",68,6.6,https://www.metacritic.com/tv/another-period/season-1,https://static.metacritic.com/images/products/tv/0/2634ca9ca59a9248edda549ff1498726-98.jpg
1374,Grey's Anatomy: Season 5,"September 25, 2008",The doctors of Seattle Grace return for its fifth season and it includes guest Kevin McKidd as the newest doctor on the block.,68,7.2,https://www.metacritic.com/tv/greys-anatomy/season-5,https://static.metacritic.com/images/products/tv/7/8bfd7adb856da15ccf0520739eee9d98-98.jpg
1375,Tales From the Loop: Season 1,"April 3, 2020","The sci-fi series based on the art book by Simon Stålenhag focuses on the townspeople who live where The Loop, a machine built by by a group led by Russ (Jonathan Pryce), allows them to experience ""impossible"" things.",68,7.5,https://www.metacritic.com/tv/tales-from-the-loop/season-1,https://static.metacritic.com/images/products/tv/0/d990b52286849339fa4deb42ec2ca9b6-98.jpg
1376,Seven Seconds: Season 1,"February 23, 2018","An African-American teenager is critically injured when he is hit by the car of an white officer (Beau Knapp), who runs from the scene and his superior officer, Mike DiAngelo (David Lyons) exacerbates things by trying to cover it up in the first season of the anthology crime drama from Veena Sud set in Jersey City, New Jersey and based on the 2013 Russian film, The Major.",68,7.1,https://www.metacritic.com/tv/seven-seconds/season-1,https://static.metacritic.com/images/products/tv/6/b27edd4270da4be1d91694944d4b4602-98.jpg
1377,The Gilded Age: Season 1,"January 24, 2022","Set in 1882, Marian Brook (Louisa Jacobson) moves from Pennsylvania to live in New York City with her aunts Agnes van Rhijn (Chrstine Baranski) and Ada Brook (Cynthia Nixon) after the death of her father in this Julian Fellowes drama.",68,5.4,https://www.metacritic.com/tv/the-gilded-age/season-1,https://static.metacritic.com/images/products/tv/9/d191e1a62c42ad2e64e35e52c2d0c602-98.jpg
1378,Muppets Now: Season 1,"July 31, 2020",Kermit the Frog and the rest of the Muppet gang go unscripted in this short-form series that will also feature celebrity guests.,68,5.6,https://www.metacritic.com/tv/muppets-now/season-1,https://static.metacritic.com/images/products/tv/3/172767036ea6abdbec2ceeb7198ed89c-98.jpg
1379,I Just Want My Pants Back: Season 1,"August 28, 2011","The comedy series is based on the book about an aspiring actor and his 20-something friends as they struggle with their relationships and careers while living in Brooklyn, New York.

[A sneak peak of the pilot was shown on 2011 August 28 ahead of its official 2012 premiere.]",68,6.1,https://www.metacritic.com/tv/i-just-want-my-pants-back/season-1,https://static.metacritic.com/images/products/tv/8/c2edf82bcd04684bc360f8e59db08556-98.jpg
1380,Perry Mason (2020): Season 1,"June 21, 2020","Set in the 1930s, Perry Mason (Matthew Rhys) is a private detective who beings looking into a child kidnapping case.",68,6.1,https://www.metacritic.com/tv/perry-mason-2020/season-1,https://static.metacritic.com/images/products/tv/0/61dc2b4c2b3ca0a55d4b14a276ecf005-98.jpg
1381,How to Get Away With Murder: Season 1,"September 25, 2014",Criminal law professor Annalise Keating (Viola Davis) selects a group of her students to help her out at her law firm.,68,7.7,https://www.metacritic.com/tv/how-to-get-away-with-murder/season-1,https://static.metacritic.com/images/products/tv/2/3c61ec3ea0d1e666d95fff0f330be256-98.jpg
1382,Philip K. Dick's Electric Dreams: Season 1,"September 17, 2017","The sci-fi anthology series based on Philip K. Dick's short stories features 10 standalone episodes adapted by such writers/producers as Michael Dinner, David Farr, Matthew Graham, Francesca Gregorini, Tony Grisoni, Peter Horton, Jessica Mecklenburg ,Ronald D. Moore, Dee Rees, and Alan Taylor. Steve Buscemi, Geraldine Chaplin, Bryan Cranston, Mireille Enos, Holiday Grainger, Greg Kinner, Richard Madden, Janelle Monae, Anna Paquin, Timothy Spall, Maura Tierney, and Benedict Wong are some of the cast featured.",68,6.2,https://www.metacritic.com/tv/philip-k-dicks-electric-dreams/season-1,https://static.metacritic.com/images/products/tv/2/72da4bce51bc1e01ba92b37254c43d16-98.jpg
1383,I Know This Much Is True: Season 1,"May 10, 2020","The six-episode limited series finds identical twin brothers Dominick and Thomas Birdsey (both played by Mark Ruffalo) dealing with metal illness, relationship issues and secrets in this adaptation of Wally Lamb's novel of the same name.",68,7.0,https://www.metacritic.com/tv/i-know-this-much-is-true/season-1,https://static.metacritic.com/images/products/tv/9/7f61dacedf67c90e678a0a6f66c3a615-98.jpg
1384,American Auto: Season 1,"December 13, 2021",A new CEO (Ana Gasteyer) takes the helm of Payne Motors as the company seeks to revive its fortunes in this workplace comedy created by Justin Spitzer.,68,tbd,https://www.metacritic.com/tv/american-auto/season-1,https://static.metacritic.com/images/products/tv/5/fd9d58414ca48d00cd353b60226ed675-98.jpg
1385,The Kominsky Method: Season 1,"November 16, 2018",Actor-turned-acting coach Sandy Kominsky (Michael Douglas) and his agent/friend Norman Newlander (Alan Arkin) deal with ageing and living in Los Angeles in the Chuck Lorre comedy.,68,7.6,https://www.metacritic.com/tv/the-kominsky-method/season-1,https://static.metacritic.com/images/products/tv/2/2372c4589d97ad5c719a70dc98f975ef-98.jpg
1386,Flight of the Conchords: Season 1,"June 17, 2007","A New Zealand folk duo (played by the real-life comedy-folk duo of Jermaine Clement and Bret McKenzie) tries to survive in their new home of New York City in this quirky, music-filled comedy.",68,9.1,https://www.metacritic.com/tv/flight-of-the-conchords/season-1,https://static.metacritic.com/images/products/tv/6/c04aa4da94d8f260595d571014c084c7-98.jpg
1387,Bent (2012): Season 1,"March 21, 2012","After her divorce, Alex (Amanda Peet) moves with her 10-year-old daughter to a smaller house and hires a contractor to renovate it.",68,6.2,https://www.metacritic.com/tv/bent-2012/season-1,https://static.metacritic.com/images/products/tv/7/b6762e35b2bc04e18671fdaa2df11c41-98.jpg
1388,A Very Murray Christmas,"December 4, 2015","The Christmas special directed by Sofia Coppola and written by Coppola, Bill Murray and Mitch Glazer, is set in New York's Carlyle Hotel with Murray acting and singing in sketches with a variety of artists including Michael Cera, Miley Cyrus, George Clooney, Miley Cyrus, Rashida Jones, Jenny Lewis, Phoenix, Amy Poehler, Chris Rock, Maya Rudolph, and Jason Schwartzman.",68,5.1,https://www.metacritic.com/tv/a-very-murray-christmas/season-1,https://static.metacritic.com/images/products/tv/5/143038e4191c0609b42401244074e1ef-98.jpg
1389,Odd Mom Out: Season 1,"June 9, 2015",Author Jill Weber (Jill Kargman) struggles with fitting in the world of New York City's Upper East Side mothers in Bravo's first scripted comedy series.,68,5.5,https://www.metacritic.com/tv/odd-mom-out/season-1,https://static.metacritic.com/images/products/tv/7/a5a053f6eee9be1e38acc2563c00ef39-98.jpg
1390,Alpha House: Season 1,"April 19, 2013","Amazon's first original series is a political comedy from Doonesbury cartoonist Gary Trudeau about a group of U.S. senators who share a Washington, D.C. rental house. John Goodman, Clark Johnson, Cynthia Nixon, Wanda Sykes, Matt Malloy, and Amy Sedaris star. Episodes after the first three will be exclusive to Amazon Prime members.",68,6.8,https://www.metacritic.com/tv/alpha-house/season-1,https://static.metacritic.com/images/products/tv/7/52b77fcad637e5afbb91c41beb1d684c-98.jpg
1391,Euphoria: Season 1,"June 16, 2019","Rue (Zendaya), a 17-year-old drug addict, is just one of of the group of teenagers at the center of the teen drama based on the Israeli series of the same name.",68,6.8,https://www.metacritic.com/tv/euphoria/season-1,https://static.metacritic.com/images/products/tv/4/46c2cb180db87c4785d4605a357eb919-98.jpg
1392,The State Within: Season 1,"January 29, 2007","This 7 1/2-hour British terrorism miniseries--which recalls ""24"" in its pacing, twists, and subject matter--is actually set mainly in Washington, D.C.",68,7.9,https://www.metacritic.com/tv/the-state-within/season-1,https://static.metacritic.com/images/products/tv/7/fb41fe14791dfa2a7e3d0a68527360f2-98.jpg
1393,Work of Art: The Next Great Artist: Season 1,"June 9, 2010",Bravo's latest reality competition show concept is to find the next great artist among 14 contestants.,68,8.2,https://www.metacritic.com/tv/work-of-art-the-next-great-artist/season-1,https://static.metacritic.com/images/products/tv/2/35b8162f1ca2b7d13914f24847894cab-98.jpg
1394,The Young Pope: Season 1,"January 15, 2017","Newly named Pope Pius XIII, Lenny Belardo (Jude Law) grapples with the inner workings of the Vatican and comes into conflict with Cardinal Voiello (Silvio Orlando), who thought the 47-year-old would more biddable than another cardinal. Instead, Lenny has his own ideas and prefers seeking advice from Sister Mary (Diane Keaton), who raised him at the orphanage.

The 10-part miniseries from Paolo Sorrentino premiered at the Venice Film Festival in September 2016.",68,7.4,https://www.metacritic.com/tv/the-young-pope/season-1,https://static.metacritic.com/images/products/tv/8/35a1dec49026a9f7242efc367cfa2446-98.jpg
1395,The Spy: Season 1,"September 6, 2019","In the 1960s, Mossad agent Eli Cohen (Sacha Baron Cohen) infiltrates Syrian society and becomes friends with military leaders in this six-part limited series based on the real life of the Israeli spy written by Gideon Raff and Max Perry.",68,6.3,https://www.metacritic.com/tv/the-spy/season-1,https://static.metacritic.com/images/products/tv/7/c7183e0883164b262dd32f487a7f5655-98.jpg
1396,Pan Am: Season 1,"September 25, 2011",The lives of the flight attendants and pilots of the airline Pan Am is the focus of this 1960s-set drama.,68,7.4,https://www.metacritic.com/tv/pan-am/season-1,https://static.metacritic.com/images/products/tv/5/04269b461f7aaa0090d1f28a45f8c933-98.jpg
1397,Rome: Season 2,"January 14, 2007","The second and final season of this joint production of HBO and the BBC picks up where season one left off: in the ancient Roman Empire, immediately after the death of Julius Caesar.",68,8.9,https://www.metacritic.com/tv/rome/season-2,https://static.metacritic.com/images/products/tv/1/86c21495fb093747e06c177578530c5c-98.jpg
1398,Fosse/Verdon: Season 1,"April 9, 2019",The eight-part limited series about the five decade long partnership between choreographer/director Bob Fosse (Sam Rockwell) and Broadway dancer/actress Gwen Verdon (Michelle Williams) was based on the biography Fosse written by Sam Wasson.,68,7.2,https://www.metacritic.com/tv/fosseverdon/season-1,https://static.metacritic.com/images/products/tv/4/4e5ff9d171cafe944c593ea34e7e44d7-98.jpg
1399,Murder in the First: Season 1,"June 9, 2014",The entire season of the Steven Bochco police drama follows the investigation by San Francisco homicide detectives Terry English (Taye Diggs) and Hildy Mulligan (Kathleen Robertson) of two murders that may be linked.,68,6.6,https://www.metacritic.com/tv/murder-in-the-first/season-1,https://static.metacritic.com/images/products/tv/4/55a88f25dc4187a785efc29daf05d412-98.jpg
1400,King of the Hill: Season 1,"January 12, 1997","King of the Hill is another animation hit from Beavis and Butthead creator Mike Judge, who also voices the starring character Hank Hill, a propane gas salesman in the fictional town Arlen, Texas. Hank is often besieged by the idiosyncrasies of society, but he finds (some) serenity in his home-life with his wife, substitute Spanish teacher Peggy, his awkward son Bobby and his live-in niece-in-law Luanne Platter. Adding flavor to the ordinary dish the series serves are Hank's friends, divorcee military barber Bill Dauterive, paranoid Dale Gribble (with an obsession with Government conspiracy theories) and gibberish spouting Boomhauer.On April 4th 2008, FOX renewed the series for a 13th season.
FOX has aired 253 of the 255 total episodes after the 13th season wrapped on May 17, leaving two episodes still yet to air. It's understood however that producer 20th Century Fox Television kept the show in production for four additional episodes (DABE14-DABE17) bringing its actual total to 259. The network nevertheless has yet to license those extra episodes, meaning as few as two or as many as six could still air. King of the Hill in Canada; Sundays @ 7 PM E/P on Global.
Repeats can be seen on FX.King of the Hill in the USA: Sundays @ 8:30 on FOX.",68,8.7,https://www.metacritic.com/tv/king-of-the-hill/season-1,https://static.metacritic.com/images/products/tv/0/c7b1c1801e4eedcbd0ff2a7f61dce2e2-98.jpg
1401,Marvel's Cloak & Dagger: Season 1,"June 7, 2018","In New Orleans, despite coming from different backgrounds, Tandy Bowen (Olivia Holt) and Tyrone Johnson (Aubrey Joseph) meet and discover their superpowers are linked together. Their lives are complicated even more as their feelings grow for each other in this coming-of-age drama based on the comic book series.",68,6.3,https://www.metacritic.com/tv/marvels-cloak-dagger/season-1,https://static.metacritic.com/images/products/tv/3/34a4a1730eae89d3266ed3fed00a5045-98.jpg
1402,Luther: Season 4,"December 17, 2015",Luther is on a leave of absence after many tragedies when Detective Chief Inspector Theo Bloom (Darren Boyd) and Detective Sergeant Emma Lane (Rose Leslie) seek him out as a cannibalistic serial killer draws Luther further back into the field.,68,4.1,https://www.metacritic.com/tv/luther/season-4,https://static.metacritic.com/images/products/tv/7/e9e8be62ba741683259dc61472b05255-98.jpg
1403,Reno 911!: Season 1,"July 23, 2003","From the folks that brought you ""The State"" and ""Viva Variety!"" are back for some law-enforcement mayhem. Meet the men and women of the Washoe County Sheriff's Department, led by Lt. Jim Dangle (Tom Lennon) -- a straight-and-narrow cop who might not be all that ""straight"" after all. Deputies include a former topless showgirl and a 5-foot-4 veritable crime-fightin' machine. On tonight's premiere episode, Lt. Dangle declares Reno a zero-tolerance town. Unfortunately, the entire population has heard the news and is obeying every rule.

Awards & Nominations
•2004 GLAAD Media Award - Nominated Outstanding Comedy Series

Reno Trivia
•Almost all character dialogue is improvised by the actors.
•The main actors frequently appear on the show as other characters with their faces blurred. For example, Kerri Kenney often played Jackie, the unbalanced prostitute.
•One of the apartment buildings seen in Season 2 was torn down shortly after filming was finished in Carson.
•According to an interview with 'Thomas Lennon' , the main cast member who ruins the most takes by laughing out loud is Carlos Alazraqui.
•This show uses improvisation, as 99% of the lines are unscripted.
•Filming Locations: Carson, California, USA & Reno, Nevada, USA.",68,7.1,https://www.metacritic.com/tv/reno-911!/season-1,https://static.metacritic.com/images/products/tv/2/ad807763fbd0a387a030273923caead0-98.jpg
1404,Warrior (2019): Season 1,"April 5, 2019","Set in the late 1800s, gifted martial artist Ah Sahm (Andrew Koji) immigrates from China to San Francisco and ends up as an enforcer for the one of the Chinatown tongs in this drama created by Jonathan Tropper and inspired by Bruce Lee's original writings.",68,7.5,https://www.metacritic.com/tv/warrior-2019/season-1,https://static.metacritic.com/images/products/tv/8/d666f0c848b310a43ff7dc5a20274c92-98.jpg
1405,DC's Stargirl: Season 1,"May 18, 2020","High schooler Courtney Whitmore (Bassinger) discovers the Cosmic Staff and brings together a new group of heroes to fight villains seeking to destroy the world. [Also airs on The CW, the day after it airs on DC Universe]",68,6.3,https://www.metacritic.com/tv/dcs-stargirl/season-1,https://static.metacritic.com/images/products/tv/1/99f555c6f21101eda39f06638ff2638b-98.jpg
1406,Marvel's Daredevil: Season 2,"March 18, 2016",The second season of the superhero drama sees a new vigilante named Frank Castle (Jon Bernthal) in Hell's Kitchen as well as the return of Matt Murdock's (Charlie Cox) ex-girlfriend Electra Natchios (Élodie Yung).,68,8.3,https://www.metacritic.com/tv/marvels-daredevil/season-2,https://static.metacritic.com/images/products/tv/1/8fd49379937a776c74f750f3b7dd2df2-98.jpg
1407,Extant: Season 1,"July 9, 2014",Astronaut Molly Woods (Halle Berry) returns from a 13-month solo mission to her husband (Goran Visnjic) and son (Pierce Gagnon).,68,6.5,https://www.metacritic.com/tv/extant/season-1,https://static.metacritic.com/images/products/tv/1/39bc7ce14b3ffbcf7702c10d17033ca6-98.jpg
